salesdate,productid,region,freeship,discount,itemssold,update_time
11/8/2024,262,a,0,8.201,8,11/9/2024
11/8/2024,278,c,0,3.268,148,11/9/2024
11/8/2024,226,d,0,9.547,66,11/9/2024
11/8/2024,241,e,0,0.112,219,11/9/2024
11/8/2024,196,b,1,0.478,192,11/9/2024
11/8/2024,229,b,0,1.414,105,11/9/2024
11/8/2024,127,a,0,7.538,167,11/9/2024
11/8/2024,164,a,1,1.156,52,11/9/2024
11/8/2024,64,d,0,2.743,172,11/9/2024
11/8/2024,47,e,0,2.085,217,11/9/2024
11/8/2024,140,c,1,4.062,76,11/9/2024
11/8/2024,123,d,1,6.334,82,11/9/2024
11/8/2024,28,b,1,1.877,175,11/9/2024
11/8/2024,246,d,0,5.673,195,11/9/2024
11/8/2024,176,d,0,8.234,178,11/9/2024
11/8/2024,124,a,0,9.599,58,11/9/2024
11/8/2024,192,e,1,7.532,44,11/9/2024
11/8/2024,25,e,0,3.573,220,11/9/2024
11/8/2024,239,a,1,6.114,29,11/9/2024
11/8/2024,54,a,0,8.146,147,11/9/2024
11/8/2024,274,c,1,0.296,168,11/9/2024
11/8/2024,157,b,1,1.093,89,11/9/2024
11/8/2024,190,d,0,7.886,24,11/9/2024
11/8/2024,190,b,1,4.2,158,11/9/2024
11/8/2024,84,a,0,4.723,94,11/9/2024
11/8/2024,228,c,1,0.11,220,11/9/2024
11/8/2024,149,b,0,0.918,2,11/9/2024
11/8/2024,139,b,0,0.841,89,11/9/2024
11/8/2024,39,a,1,8.496,32,11/9/2024
11/8/2024,199,e,0,6.961,37,11/9/2024
11/8/2024,249,d,1,4.454,216,11/9/2024
11/8/2024,183,e,0,3.035,167,11/9/2024
11/8/2024,174,d,1,7.834,36,11/9/2024
11/8/2024,84,a,0,2.865,196,11/9/2024
11/8/2024,24,c,1,8.806,53,11/9/2024
11/8/2024,184,e,0,2.62,129,11/9/2024
11/8/2024,227,e,1,4.948,147,11/9/2024
11/8/2024,110,e,1,4.137,120,11/9/2024
11/8/2024,30,d,0,1.54,201,11/9/2024
11/8/2024,240,a,0,0.78,168,11/9/2024
11/8/2024,240,d,1,8.146,45,11/9/2024
11/8/2024,218,d,0,3.803,9,11/9/2024
11/8/2024,146,a,0,9.21,52,11/9/2024
11/8/2024,201,a,0,3.481,141,11/9/2024
11/8/2024,29,a,1,4.79,47,11/9/2024
11/8/2024,65,b,1,9.951,203,11/9/2024
11/8/2024,144,b,1,2.201,191,11/9/2024
11/8/2024,201,b,1,7.807,184,11/9/2024
11/8/2024,120,a,1,9.164,220,11/9/2024
11/8/2024,144,c,0,0.585,116,11/9/2024
11/8/2024,272,c,1,6.318,79,11/9/2024
11/8/2024,80,b,0,5.584,151,11/9/2024
11/8/2024,150,e,0,2.232,173,11/9/2024
11/8/2024,278,d,1,0.115,112,11/9/2024
11/8/2024,25,d,0,9.795,117,11/9/2024
11/8/2024,192,b,0,1.573,46,11/9/2024
11/8/2024,270,d,0,9.463,86,11/9/2024
11/8/2024,194,d,0,0.691,42,11/9/2024
11/8/2024,136,a,0,4.357,75,11/9/2024
11/8/2024,233,d,1,8.506,16,11/9/2024
11/8/2024,110,c,1,6.507,142,11/9/2024
11/8/2024,189,b,1,0.081,10,11/9/2024
11/8/2024,281,b,1,7.144,213,11/9/2024
11/8/2024,126,c,0,2.36,57,11/9/2024
11/8/2024,280,d,1,6.406,154,11/9/2024
11/8/2024,34,d,1,1.702,65,11/9/2024
11/8/2024,108,a,0,2.171,44,11/9/2024
11/8/2024,70,d,1,3.828,183,11/9/2024
11/8/2024,122,a,1,4.716,176,11/9/2024
11/8/2024,266,b,0,1.038,180,11/9/2024
11/8/2024,211,b,1,6.727,216,11/9/2024
11/8/2024,136,e,0,9.035,186,11/9/2024
11/8/2024,114,e,1,2.049,80,11/9/2024
11/9/2024,233,d,0,3.923,215,11/10/2024
11/9/2024,193,c,0,8.018,136,11/10/2024
11/9/2024,29,d,0,3.557,143,11/10/2024
11/9/2024,213,e,0,6.709,26,11/10/2024
11/9/2024,47,d,0,2.395,187,11/10/2024
11/9/2024,62,d,0,7.209,28,11/10/2024
11/9/2024,101,b,0,6.898,146,11/10/2024
11/9/2024,150,d,0,6.496,46,11/10/2024
11/9/2024,95,d,1,2.681,92,11/10/2024
11/9/2024,154,e,1,9.828,148,11/10/2024
11/9/2024,70,c,0,7.68,118,11/10/2024
11/9/2024,280,d,1,0.864,128,11/10/2024
11/9/2024,34,e,0,7.136,55,11/10/2024
11/9/2024,67,b,1,5.594,167,11/10/2024
11/9/2024,279,d,1,1.788,218,11/10/2024
11/9/2024,123,c,0,7.689,67,11/10/2024
11/9/2024,128,e,1,4.723,219,11/10/2024
11/9/2024,278,d,1,5.73,47,11/10/2024
11/9/2024,71,e,0,0.952,205,11/10/2024
11/9/2024,171,a,0,5.462,121,11/10/2024
11/9/2024,222,e,0,7.237,134,11/10/2024
11/9/2024,57,a,0,5.833,209,11/10/2024
11/9/2024,231,b,0,2.288,7,11/10/2024
11/9/2024,203,b,0,2.228,12,11/10/2024
11/9/2024,40,e,1,3.844,153,11/10/2024
11/9/2024,265,e,0,9.809,167,11/10/2024
11/9/2024,255,e,1,2.13,109,11/10/2024
11/9/2024,37,c,1,8.95,112,11/10/2024
11/9/2024,185,a,1,8.202,221,11/10/2024
11/9/2024,138,a,1,8.134,119,11/10/2024
11/9/2024,43,a,1,5.17,38,11/10/2024
11/9/2024,70,b,0,7.075,108,11/10/2024
11/9/2024,124,a,1,0.075,192,11/10/2024
11/9/2024,141,d,1,1.533,146,11/10/2024
11/9/2024,84,a,1,4.889,117,11/10/2024
11/9/2024,137,b,0,5.449,62,11/10/2024
11/9/2024,27,e,0,6.073,9,11/10/2024
11/9/2024,169,d,1,5.364,111,11/10/2024
11/9/2024,107,b,1,7.582,118,11/10/2024
11/9/2024,95,d,1,8.243,178,11/10/2024
11/9/2024,72,c,0,5.644,148,11/10/2024
11/9/2024,199,c,0,8.765,103,11/10/2024
11/9/2024,32,b,0,8.704,43,11/10/2024
11/9/2024,199,e,0,5.18,167,11/10/2024
11/9/2024,213,a,1,8.633,38,11/10/2024
11/9/2024,279,b,1,6.737,107,11/10/2024
11/9/2024,255,b,0,1.929,154,11/10/2024
11/9/2024,168,e,1,7.615,86,11/10/2024
11/9/2024,26,c,0,4.183,62,11/10/2024
11/9/2024,239,e,1,7.639,161,11/10/2024
11/9/2024,268,a,1,9.425,135,11/10/2024
11/9/2024,220,c,1,9.182,82,11/10/2024
11/9/2024,261,b,0,4.568,131,11/10/2024
11/9/2024,260,d,0,1.791,95,11/10/2024
11/9/2024,59,b,1,7.222,23,11/10/2024
11/9/2024,120,e,1,9.276,196,11/10/2024
11/9/2024,154,c,0,5.47,84,11/10/2024
11/9/2024,29,a,1,2.228,83,11/10/2024
11/9/2024,64,d,0,2.247,189,11/10/2024
11/9/2024,240,b,0,7.916,27,11/10/2024
11/9/2024,119,e,1,9.603,85,11/10/2024
11/9/2024,126,c,0,3.836,59,11/10/2024
11/9/2024,102,b,0,0.565,179,11/10/2024
11/9/2024,37,d,0,8.811,111,11/10/2024
11/9/2024,114,c,0,2.026,180,11/10/2024
11/9/2024,203,c,1,1.093,139,11/10/2024
11/9/2024,126,d,1,3.362,21,11/10/2024
11/9/2024,197,d,1,4.006,47,11/10/2024
11/9/2024,175,d,0,2.837,6,11/10/2024
11/9/2024,76,b,1,8.596,50,11/10/2024
11/9/2024,222,e,1,6.608,168,11/10/2024
11/9/2024,160,d,1,2.828,106,11/10/2024
11/9/2024,66,a,1,0.956,9,11/10/2024
11/9/2024,137,a,0,7.437,40,11/10/2024
11/9/2024,52,d,1,3.257,12,11/10/2024
11/9/2024,299,b,1,6.354,97,11/10/2024
11/9/2024,185,d,1,8.383,167,11/10/2024
11/9/2024,26,c,0,3.438,122,11/10/2024
11/9/2024,284,a,1,0.026,4,11/10/2024
11/9/2024,140,d,0,5.857,203,11/10/2024
11/9/2024,195,c,0,3.964,137,11/10/2024
11/9/2024,48,e,0,6.234,204,11/10/2024
11/9/2024,269,d,1,5.893,217,11/10/2024
11/9/2024,162,a,1,9.024,207,11/10/2024
11/9/2024,95,b,0,1.848,19,11/10/2024
11/9/2024,196,c,1,6.227,110,11/10/2024
11/9/2024,39,b,0,1.761,82,11/10/2024
11/9/2024,85,c,1,7.058,162,11/10/2024
11/9/2024,127,d,1,7.007,150,11/10/2024
11/9/2024,168,e,1,9.314,67,11/10/2024
11/9/2024,183,d,1,2.491,220,11/10/2024
11/9/2024,269,a,1,4.858,29,11/10/2024
11/9/2024,120,a,1,5.826,132,11/10/2024
11/9/2024,211,c,1,0.713,92,11/10/2024
11/9/2024,86,a,0,4.6,56,11/10/2024
11/9/2024,104,a,1,4.005,96,11/10/2024
11/9/2024,102,a,1,0.757,119,11/10/2024
11/9/2024,182,d,1,4.252,196,11/10/2024
11/9/2024,239,e,0,5.814,70,11/10/2024
11/9/2024,262,d,1,1.375,195,11/10/2024
11/9/2024,138,c,0,4.376,195,11/10/2024
11/9/2024,58,e,1,1.112,157,11/10/2024
11/9/2024,287,e,1,3.627,34,11/10/2024
11/9/2024,136,c,1,4.373,16,11/10/2024
11/9/2024,157,e,1,9.888,111,11/10/2024
11/9/2024,175,c,1,3.584,162,11/10/2024
11/9/2024,223,e,1,4.456,3,11/10/2024
11/9/2024,37,e,0,1.986,70,11/10/2024
11/9/2024,263,d,1,0.812,135,11/10/2024
11/9/2024,153,a,0,9.117,44,11/10/2024
11/9/2024,203,b,1,8.299,76,11/10/2024
11/9/2024,278,d,1,7.202,167,11/10/2024
11/9/2024,284,a,1,6.4,199,11/10/2024
11/9/2024,52,e,1,1.594,56,11/10/2024
11/9/2024,269,d,1,1.451,143,11/10/2024
11/9/2024,185,e,1,3.406,25,11/10/2024
11/9/2024,152,e,0,5.736,177,11/10/2024
11/9/2024,229,c,0,8.798,146,11/10/2024
11/9/2024,122,d,1,2.517,121,11/10/2024
11/9/2024,50,b,1,4.536,43,11/10/2024
11/9/2024,221,e,0,7.075,137,11/10/2024
11/9/2024,139,b,1,8.674,12,11/10/2024
11/9/2024,122,a,1,6.048,81,11/10/2024
11/9/2024,281,c,0,3.156,98,11/10/2024
11/9/2024,217,d,0,6.56,70,11/10/2024
11/9/2024,76,a,0,3.717,136,11/10/2024
11/9/2024,118,c,1,3.766,181,11/10/2024
11/9/2024,121,a,0,6.558,20,11/10/2024
11/9/2024,253,e,1,3.463,51,11/10/2024
11/9/2024,271,b,1,0.139,29,11/10/2024
11/9/2024,136,c,1,9.308,69,11/10/2024
11/9/2024,285,b,1,5.106,197,11/10/2024
11/9/2024,285,c,1,1.574,199,11/10/2024
11/9/2024,233,e,0,6.766,221,11/10/2024
11/9/2024,193,a,1,3.822,97,11/10/2024
11/9/2024,121,b,0,2.746,152,11/10/2024
11/9/2024,157,c,1,2.59,137,11/10/2024
11/9/2024,29,b,0,2.294,25,11/10/2024
11/9/2024,280,c,1,8.809,207,11/10/2024
11/9/2024,236,a,1,7.344,115,11/10/2024
11/9/2024,129,e,1,1.801,115,11/10/2024
11/9/2024,296,b,1,7.254,102,11/10/2024
11/9/2024,160,b,0,3.87,33,11/10/2024
11/9/2024,136,e,1,3.381,107,11/10/2024
11/9/2024,60,d,0,9.827,97,11/10/2024
11/9/2024,236,b,1,3.069,51,11/10/2024
11/9/2024,242,e,1,1.767,151,11/10/2024
11/9/2024,182,a,1,5.685,139,11/10/2024
11/9/2024,51,e,1,0.741,95,11/10/2024
11/9/2024,95,d,0,2.002,25,11/10/2024
11/9/2024,171,a,0,8.284,125,11/10/2024
11/9/2024,269,a,0,2.968,68,11/10/2024
11/9/2024,289,d,1,5.388,62,11/10/2024
11/9/2024,128,c,1,8.737,95,11/10/2024
11/9/2024,87,e,0,8.154,210,11/10/2024
11/9/2024,195,a,1,1.042,68,11/10/2024
11/9/2024,168,b,0,6.624,62,11/10/2024
11/9/2024,66,c,1,3.334,203,11/10/2024
11/9/2024,23,e,0,5.162,196,11/10/2024
11/9/2024,166,e,0,7.599,126,11/10/2024
11/9/2024,292,d,0,7.304,40,11/10/2024
11/9/2024,259,e,0,8.177,113,11/10/2024
11/9/2024,104,c,1,9.251,48,11/10/2024
11/9/2024,122,c,0,5.944,24,11/10/2024
11/9/2024,266,b,0,5.152,171,11/10/2024
11/9/2024,187,d,0,7.679,75,11/10/2024
11/9/2024,188,c,1,5.678,158,11/10/2024
11/9/2024,131,c,1,5.177,42,11/10/2024
11/9/2024,57,a,0,4.317,96,11/10/2024
11/9/2024,193,a,1,3.422,70,11/10/2024
11/9/2024,166,a,1,8.591,208,11/10/2024
11/9/2024,273,c,0,4.751,63,11/10/2024
11/9/2024,195,e,0,1.194,42,11/10/2024
11/9/2024,104,d,0,0.762,147,11/10/2024
11/9/2024,84,d,0,3.159,37,11/10/2024
11/9/2024,173,a,0,5.682,127,11/10/2024
11/9/2024,110,a,1,3.677,203,11/10/2024
11/9/2024,283,c,1,8.814,190,11/10/2024
11/9/2024,80,d,1,3.906,36,11/10/2024
11/9/2024,86,e,0,6.171,22,11/10/2024
11/9/2024,147,a,1,9.542,23,11/10/2024
11/9/2024,238,e,1,5.516,105,11/10/2024
11/9/2024,60,c,0,6.002,103,11/10/2024
11/9/2024,46,e,0,0.913,144,11/10/2024
11/9/2024,164,e,0,9.821,155,11/10/2024
11/9/2024,135,b,0,2.676,208,11/10/2024
11/9/2024,123,a,1,9.547,126,11/10/2024
11/9/2024,105,b,0,2.841,51,11/10/2024
11/9/2024,299,d,1,6.201,175,11/10/2024
11/9/2024,29,b,1,6.957,13,11/10/2024
11/9/2024,125,c,1,8.139,63,11/10/2024
11/9/2024,94,b,0,1.951,22,11/10/2024
11/9/2024,84,b,1,9.586,71,11/10/2024
11/9/2024,203,b,0,8.261,148,11/10/2024
11/9/2024,45,d,0,8.045,61,11/10/2024
11/9/2024,242,c,1,4.966,28,11/10/2024
11/9/2024,79,b,0,5.437,219,11/10/2024
11/9/2024,35,a,1,7.516,147,11/10/2024
11/9/2024,197,a,1,0.3,172,11/10/2024
11/9/2024,92,d,0,4.093,118,11/10/2024
11/9/2024,208,b,1,1.923,23,11/10/2024
11/9/2024,255,c,1,6.926,219,11/10/2024
11/9/2024,74,b,1,4.311,154,11/10/2024
11/9/2024,70,a,0,4.733,125,11/10/2024
11/9/2024,23,d,1,3.887,19,11/10/2024
11/9/2024,128,e,1,5.283,103,11/10/2024
11/9/2024,43,d,1,7.81,109,11/10/2024
11/9/2024,81,b,0,1.071,205,11/10/2024
11/9/2024,98,d,1,7.592,12,11/10/2024
11/9/2024,64,d,1,4.299,70,11/10/2024
11/9/2024,272,c,1,9.874,213,11/10/2024
11/9/2024,114,e,0,0.283,34,11/10/2024
11/9/2024,244,a,1,5.211,118,11/10/2024
11/9/2024,143,c,0,7.142,87,11/10/2024
11/9/2024,170,a,1,0.05,194,11/10/2024
11/9/2024,283,d,0,2.53,6,11/10/2024
11/9/2024,94,d,0,8.146,220,11/10/2024
11/9/2024,96,a,1,6.82,217,11/10/2024
11/9/2024,196,d,0,9.135,9,11/10/2024
11/9/2024,231,c,1,6.307,124,11/10/2024
11/9/2024,32,c,1,1.936,117,11/10/2024
11/9/2024,35,a,0,0.863,142,11/10/2024
11/9/2024,86,d,0,3.59,175,11/10/2024
11/9/2024,175,d,1,3.313,44,11/10/2024
11/9/2024,52,b,1,0.532,35,11/10/2024
11/9/2024,123,a,1,2.569,97,11/10/2024
11/9/2024,48,c,1,0.65,26,11/10/2024
11/9/2024,215,c,0,4.018,201,11/10/2024
11/9/2024,79,e,1,1.31,69,11/10/2024
11/9/2024,93,b,1,4.799,143,11/10/2024
11/9/2024,283,c,1,4.607,169,11/10/2024
11/10/2024,28,d,1,2.988,16,11/11/2024
11/10/2024,185,e,1,2.361,148,11/11/2024
11/10/2024,27,a,1,2.176,7,11/11/2024
11/10/2024,137,b,1,6.035,26,11/11/2024
11/10/2024,149,d,1,0.686,21,11/11/2024
11/10/2024,270,c,1,2.844,109,11/11/2024
11/10/2024,27,e,0,5.063,145,11/11/2024
11/10/2024,255,e,0,7.088,79,11/11/2024
11/10/2024,293,d,0,0.977,60,11/11/2024
11/10/2024,54,e,1,1.468,32,11/11/2024
11/10/2024,267,c,0,0.684,8,11/11/2024
11/10/2024,278,d,1,2.664,76,11/11/2024
11/10/2024,135,e,1,0.583,155,11/11/2024
11/10/2024,140,a,1,2.766,146,11/11/2024
11/10/2024,40,a,0,6.616,108,11/11/2024
11/10/2024,98,b,1,7.614,12,11/11/2024
11/10/2024,189,a,0,5.83,215,11/11/2024
11/10/2024,125,a,1,2.949,15,11/11/2024
11/10/2024,298,d,0,3.106,92,11/11/2024
11/10/2024,275,a,1,1.013,14,11/11/2024
11/10/2024,281,c,1,1.792,77,11/11/2024
11/10/2024,265,c,0,7.569,101,11/11/2024
11/10/2024,213,a,0,7.584,208,11/11/2024
11/10/2024,245,b,1,7.214,215,11/11/2024
11/10/2024,42,d,1,7.505,19,11/11/2024
11/10/2024,157,b,1,0.064,147,11/11/2024
11/10/2024,99,a,0,9.144,186,11/11/2024
11/10/2024,217,c,1,1.628,23,11/11/2024
11/10/2024,22,c,1,6.317,161,11/11/2024
11/10/2024,195,b,0,5.839,203,11/11/2024
11/10/2024,183,c,1,3.474,103,11/11/2024
11/10/2024,289,d,1,3.447,28,11/11/2024
11/10/2024,182,c,0,1.728,34,11/11/2024
11/10/2024,297,c,0,8.71,77,11/11/2024
11/10/2024,246,b,1,5.766,154,11/11/2024
11/11/2024,32,e,1,7.646,13,11/12/2024
11/11/2024,219,c,1,9.026,188,11/12/2024
11/11/2024,31,a,0,9.421,41,11/12/2024
11/11/2024,124,c,0,9.69,56,11/12/2024
11/11/2024,148,a,1,9.969,132,11/12/2024
11/11/2024,250,b,1,6.58,154,11/12/2024
11/11/2024,264,c,1,4.411,214,11/12/2024
11/11/2024,246,d,0,5.807,99,11/12/2024
11/11/2024,168,e,0,4.318,80,11/12/2024
11/11/2024,190,b,1,6.591,160,11/12/2024
11/11/2024,157,d,1,3.853,216,11/12/2024
11/11/2024,154,a,0,2.305,207,11/12/2024
11/11/2024,233,d,1,3.55,96,11/12/2024
11/11/2024,271,b,0,9.743,92,11/12/2024
11/11/2024,201,d,1,9.875,119,11/12/2024
11/11/2024,82,d,1,9.038,142,11/12/2024
11/11/2024,55,b,1,8.118,166,11/12/2024
11/11/2024,278,a,1,4.649,146,11/12/2024
11/11/2024,239,d,1,8.916,188,11/12/2024
11/11/2024,210,e,1,6.493,193,11/12/2024
11/11/2024,68,e,1,7.471,142,11/12/2024
11/11/2024,174,b,0,6.649,92,11/12/2024
11/11/2024,121,c,0,8.892,132,11/12/2024
11/11/2024,122,a,1,9.446,14,11/12/2024
11/11/2024,32,e,0,9.423,66,11/12/2024
11/11/2024,23,d,1,8.202,156,11/12/2024
11/11/2024,173,a,0,6.962,189,11/12/2024
11/11/2024,23,b,0,5.613,81,11/12/2024
11/11/2024,252,b,1,4.322,123,11/12/2024
11/11/2024,63,d,1,1.19,36,11/12/2024
11/11/2024,40,d,1,5.481,35,11/12/2024
11/11/2024,104,b,1,6.838,25,11/12/2024
11/11/2024,270,a,1,3.625,7,11/12/2024
11/11/2024,298,a,0,0.867,26,11/12/2024
11/11/2024,256,d,0,4.969,7,11/12/2024
11/11/2024,150,e,0,6.597,10,11/12/2024
11/11/2024,102,d,0,5.309,102,11/12/2024
11/11/2024,73,c,0,5.079,134,11/12/2024
11/11/2024,198,b,0,8.81,202,11/12/2024
11/11/2024,120,b,1,7.68,167,11/12/2024
11/11/2024,63,e,0,8.481,173,11/12/2024
11/11/2024,131,d,0,6.426,24,11/12/2024
11/11/2024,154,e,0,6.315,139,11/12/2024
11/11/2024,204,b,0,0.531,103,11/12/2024
11/11/2024,32,e,0,0.482,48,11/12/2024
11/11/2024,54,e,1,4.045,193,11/12/2024
11/11/2024,167,b,1,4.855,177,11/12/2024
11/11/2024,116,e,0,6.412,74,11/12/2024
11/11/2024,265,b,0,3.414,27,11/12/2024
11/11/2024,269,b,0,7.149,157,11/12/2024
11/11/2024,83,a,1,0.902,159,11/12/2024
11/11/2024,226,e,1,0.25,135,11/12/2024
11/11/2024,199,b,1,1.946,125,11/12/2024
11/11/2024,247,e,0,0.582,128,11/12/2024
11/11/2024,57,b,0,2.354,14,11/12/2024
11/11/2024,39,b,1,5.345,23,11/12/2024
11/11/2024,241,a,0,9.25,118,11/12/2024
11/11/2024,84,e,1,7.129,90,11/12/2024
11/11/2024,109,d,0,7.878,23,11/12/2024
11/11/2024,202,a,1,5.387,190,11/12/2024
11/11/2024,286,c,1,4.492,103,11/12/2024
11/11/2024,102,e,0,8.217,141,11/12/2024
11/11/2024,125,c,0,2.717,140,11/12/2024
11/11/2024,37,b,1,1.551,94,11/12/2024
11/11/2024,129,e,1,9.941,30,11/12/2024
11/11/2024,241,b,1,1.608,120,11/12/2024
11/11/2024,102,e,1,3.945,4,11/12/2024
11/11/2024,23,a,1,9.221,25,11/12/2024
11/11/2024,202,e,1,4.333,84,11/12/2024
11/11/2024,285,e,1,1.903,24,11/12/2024
11/11/2024,233,c,1,0.223,102,11/12/2024
11/11/2024,83,a,1,3.843,195,11/12/2024
11/11/2024,139,a,0,7.181,84,11/12/2024
11/11/2024,187,b,1,7.842,50,11/12/2024
11/11/2024,193,d,0,0.657,58,11/12/2024
11/11/2024,175,d,1,0.061,89,11/12/2024
11/11/2024,135,c,1,9.666,2,11/12/2024
11/11/2024,237,a,0,4.676,4,11/12/2024
11/11/2024,285,b,0,3.877,183,11/12/2024
11/11/2024,61,e,1,9.728,175,11/12/2024
11/11/2024,150,e,1,4.103,118,11/12/2024
11/11/2024,45,b,0,2.244,171,11/12/2024
11/11/2024,277,d,1,9.893,201,11/12/2024
11/11/2024,25,b,0,5.961,72,11/12/2024
11/11/2024,85,b,1,7.993,5,11/12/2024
11/11/2024,180,c,0,8.522,122,11/12/2024
11/11/2024,57,b,1,2.671,94,11/12/2024
11/11/2024,235,b,0,2.667,216,11/12/2024
11/11/2024,201,a,0,0.869,192,11/12/2024
11/11/2024,165,b,1,2.542,141,11/12/2024
11/11/2024,250,c,0,4.126,33,11/12/2024
11/11/2024,44,b,1,4.857,153,11/12/2024
11/11/2024,73,c,1,9.857,196,11/12/2024
11/11/2024,276,e,1,3.905,7,11/12/2024
11/11/2024,177,c,1,7.929,215,11/12/2024
11/11/2024,42,e,1,7.462,169,11/12/2024
11/11/2024,227,b,1,5.534,192,11/12/2024
11/11/2024,143,e,1,5.258,45,11/12/2024
11/11/2024,47,d,1,0.344,142,11/12/2024
11/11/2024,203,d,0,1.356,169,11/12/2024
11/11/2024,116,e,0,4.332,153,11/12/2024
11/11/2024,132,c,0,1.707,141,11/12/2024
11/11/2024,116,d,0,0.344,124,11/12/2024
11/11/2024,101,b,1,4.495,68,11/12/2024
11/11/2024,193,e,1,7.145,220,11/12/2024
11/11/2024,135,a,0,6.903,66,11/12/2024
11/11/2024,156,c,0,0.352,217,11/12/2024
11/11/2024,116,e,0,0.766,200,11/12/2024
11/11/2024,283,b,0,3.993,212,11/12/2024
11/11/2024,164,b,0,6.701,152,11/12/2024
11/11/2024,273,a,1,2.649,12,11/12/2024
11/11/2024,193,a,0,6.673,109,11/12/2024
11/11/2024,184,c,0,1.341,23,11/12/2024
11/11/2024,62,e,1,9.782,202,11/12/2024
11/11/2024,78,e,1,7.588,190,11/12/2024
11/11/2024,245,c,0,6.544,143,11/12/2024
11/11/2024,267,e,1,0.329,109,11/12/2024
11/11/2024,29,a,0,4.104,161,11/12/2024
11/11/2024,164,e,1,9.722,4,11/12/2024
11/11/2024,161,b,1,3.517,74,11/12/2024
11/11/2024,119,e,0,8.587,14,11/12/2024
11/11/2024,283,b,1,0.207,69,11/12/2024
11/11/2024,48,c,0,0.358,195,11/12/2024
11/11/2024,41,a,1,8.631,32,11/12/2024
11/11/2024,197,a,1,8.349,109,11/12/2024
11/11/2024,35,e,1,6.439,210,11/12/2024
11/11/2024,126,a,1,1.535,169,11/12/2024
11/11/2024,198,c,0,5.909,70,11/12/2024
11/11/2024,194,a,0,6.852,36,11/12/2024
11/11/2024,191,e,0,2.966,212,11/12/2024
11/11/2024,286,d,0,3.374,42,11/12/2024
11/11/2024,77,c,1,8.706,178,11/12/2024
11/11/2024,56,a,1,3.246,51,11/12/2024
11/11/2024,278,b,0,2.827,158,11/12/2024
11/11/2024,177,e,0,0.544,76,11/12/2024
11/11/2024,107,b,1,5.203,162,11/12/2024
11/11/2024,213,a,1,1.599,133,11/12/2024
11/11/2024,292,a,1,3.281,102,11/12/2024
11/11/2024,159,c,0,8.119,214,11/12/2024
11/11/2024,119,d,0,9.335,197,11/12/2024
11/11/2024,85,c,0,4.24,65,11/12/2024
11/11/2024,187,d,0,4.905,81,11/12/2024
11/11/2024,107,e,0,4.513,201,11/12/2024
11/11/2024,222,c,1,3.609,91,11/12/2024
11/11/2024,72,e,0,2.333,92,11/12/2024
11/11/2024,43,a,1,5.961,181,11/12/2024
11/11/2024,294,e,1,0.997,104,11/12/2024
11/11/2024,131,d,0,7.144,122,11/12/2024
11/11/2024,222,e,0,0.4,128,11/12/2024
11/11/2024,223,c,1,1.609,106,11/12/2024
11/11/2024,125,a,0,2.709,159,11/12/2024
11/11/2024,108,b,0,8.942,217,11/12/2024
11/11/2024,53,a,1,6.262,190,11/12/2024
11/11/2024,117,b,1,8.812,177,11/12/2024
11/11/2024,238,b,0,9.442,197,11/12/2024
11/11/2024,264,b,0,2.447,68,11/12/2024
11/11/2024,267,c,1,8.044,68,11/12/2024
11/11/2024,115,c,1,7.582,199,11/12/2024
11/11/2024,288,c,1,3.794,186,11/12/2024
11/11/2024,161,e,0,9.493,10,11/12/2024
11/11/2024,158,a,1,9.622,152,11/12/2024
11/11/2024,297,a,0,7.818,206,11/12/2024
11/11/2024,251,a,0,4.144,1,11/12/2024
11/11/2024,117,b,1,4.156,124,11/12/2024
11/11/2024,146,c,1,8.994,157,11/12/2024
11/11/2024,83,b,0,3.55,125,11/12/2024
11/11/2024,79,e,1,0.56,53,11/12/2024
11/11/2024,169,b,1,5.478,42,11/12/2024
11/11/2024,64,b,1,9.151,138,11/12/2024
11/11/2024,109,d,1,2.914,104,11/12/2024
11/11/2024,97,e,0,8.633,74,11/12/2024
11/11/2024,56,b,1,2.809,122,11/12/2024
11/11/2024,279,a,1,3.187,51,11/12/2024
11/11/2024,57,a,0,1.568,171,11/12/2024
11/11/2024,288,b,1,5.516,83,11/12/2024
11/11/2024,101,b,1,9.094,174,11/12/2024
11/11/2024,77,e,0,6.154,135,11/12/2024
11/11/2024,140,d,0,8.541,143,11/12/2024
11/11/2024,62,e,1,2.27,136,11/12/2024
11/11/2024,43,a,1,3.348,114,11/12/2024
11/11/2024,284,b,0,5.721,36,11/12/2024
11/11/2024,67,e,0,7.622,191,11/12/2024
11/11/2024,275,b,0,0.529,21,11/12/2024
11/11/2024,81,e,0,5.899,219,11/12/2024
11/11/2024,142,e,0,4.462,163,11/12/2024
11/11/2024,225,c,0,5.79,129,11/12/2024
11/11/2024,101,c,1,6.662,10,11/12/2024
11/11/2024,249,d,1,1.069,108,11/12/2024
11/11/2024,239,c,1,5.71,18,11/12/2024
11/11/2024,69,e,1,5.265,162,11/12/2024
11/11/2024,102,e,1,1.439,115,11/12/2024
11/11/2024,244,d,1,8.379,184,11/12/2024
11/11/2024,277,c,0,8.379,52,11/12/2024
11/11/2024,99,e,1,6.383,50,11/12/2024
11/11/2024,98,b,0,6.657,37,11/12/2024
11/11/2024,179,d,1,4.399,49,11/12/2024
11/11/2024,114,a,0,5.749,88,11/12/2024
11/11/2024,221,e,0,3.818,219,11/12/2024
